origin,destination,total_time_in_train,number_of_trains,total_distance_m,cycling_distance_m,total_cycling_time,total_walking_time,calories_burnt_walking,calories_burnt_cycling,walking_time_h,cycling_time_h
Angel tube station,Mansion House tube station,18.55,1,3666,3182,11.616666666666667,37.88095238095239,154.68055555555557,94.86944444444445,0.6313492063492064,0.19361111111111112
Angel tube station,Marble Arch tube station,34.53,2,8098,5767,25.566666666666666,68.65476190476191,280.3402777777778,208.79444444444445,1.144246031746032,0.4261111111111111
Angel tube station,Marylebone tube station,33.129999999999995,2,4527,6001,26.716666666666665,71.44047619047619,291.71527777777777,218.1861111111111,1.1906746031746032,0.4452777777777778
Angel tube station,Monument tube station,12.77,1,3249,3571,12.216666666666667,42.511904761904766,173.5902777777778,99.76944444444445,0.7085317460317461,0.2036111111111111
Angel tube station,Moorgate tube station,10.77,1,2456,2708,8.45,32.23809523809524,131.6388888888889,69.00833333333333,0.5373015873015874,0.1408333333333333
Angel tube station,Mornington Crescent tube station,21.75,1,4439,3055,12.716666666666667,36.36904761904762,148.50694444444446,103.85277777777777,0.6061507936507937,0.21194444444444444
Angel tube station,Old Street tube station,11.120000000000001,1,1869,2265,6.4,26.964285714285715,110.10416666666667,52.26666666666667,0.4494047619047619,0.10666666666666667
Angel tube station,Oxford Circus tube station,22.02,2,3788,3608,15.783333333333333,42.952380952380956,175.38888888888889,128.8972222222222,0.7158730158730159,0.26305555555555554
Angel tube station,Piccadilly Circus tube station,27.47,2,4665,3671,15.733333333333333,43.702380952380956,178.4513888888889,128.48888888888888,0.728373015873016,0.2622222222222222
Angel tube station,Regent's Park tube station,25.32,1,3079,4763,21.3,56.702380952380956,231.53472222222226,173.95000000000002,0.9450396825396826,0.35500000000000004
Angel tube station,Russell Square tube station,23.22,1,2917,2214,9.433333333333334,26.357142857142858,107.625,77.03888888888889,0.4392857142857143,0.15722222222222224
Angel tube station,St James's Park tube station,37.980000000000004,2,7472,5696,20.65,67.80952380952381,276.88888888888886,168.64166666666665,1.1301587301587301,0.3441666666666666
Angel tube station,St John's Wood tube station,39.85,2,13022,7060,27.583333333333332,84.04761904761905,343.19444444444446,225.26388888888889,1.400793650793651,0.4597222222222222
Angel tube station,St Paul's tube station,23.38,1,3673,2441,7.633333333333334,29.05952380952381,118.65972222222223,62.338888888888896,0.4843253968253968,0.12722222222222224
Angel tube station,Southwark tube station,27.8,2,5425,3537,13.233333333333333,42.10714285714286,171.93750000000003,108.07222222222221,0.7017857142857143,0.22055555555555553
Angel tube station,Stepney Green tube station,32.0,2,5741,5712,19.966666666666665,68.00000000000001,277.6666666666667,163.06111111111107,1.1333333333333335,0.33277777777777773
Angel tube station,Swiss Cottage tube station,34.9,1,7038,6257,24.85,74.48809523809524,304.15972222222223,202.94166666666666,1.241468253968254,0.4141666666666667
Angel tube station,Temple tube station,33.4,2,5476,3380,12.5,40.238095238095234,164.30555555555554,102.08333333333334,0.6706349206349206,0.20833333333333334
Angel tube station,Tottenham Court Road tube station,29.33,2,6084,2782,12.55,33.11904761904762,135.23611111111111,102.49166666666666,0.551984126984127,0.20916666666666667
Angel tube station,Tower Hill tube station,30.35,2,4161,4698,16.0,55.92857142857143,228.375,130.66666666666666,0.9321428571428572,0.26666666666666666
Angel tube station,Tufnell Park tube station,27.17,2,5858,4728,16.666666666666668,56.28571428571429,229.83333333333337,136.11111111111111,0.9380952380952382,0.2777777777777778
Angel tube station,Victoria tube station,29.5,2,6054,6822,27.683333333333334,81.21428571428572,331.625,226.08055555555558,1.3535714285714286,0.4613888888888889
Angel tube station,Warren Street tube station,18.17,1,2600,3853,16.783333333333335,45.86904761904762,187.29861111111111,137.0638888888889,0.764484126984127,0.27972222222222226
Angel tube station,Waterloo tube station,28.65,2,5913,4368,15.15,52.0,212.33333333333334,123.725,0.8666666666666667,0.2525
Angel tube station,Westminster tube station,30.5,2,6980,4885,17.55,58.15476190476191,237.4652777777778,143.32500000000002,0.9692460317460319,0.29250000000000004
Angel tube station,Whitechapel tube station,33.55,2,4945,4739,16.516666666666666,56.416666666666664,230.36805555555554,134.88611111111112,0.9402777777777778,0.2752777777777778
Archway tube station,Arsenal tube station,48.15,2,12698,3885,13.266666666666667,46.25,188.85416666666669,108.34444444444445,0.7708333333333334,0.22111111111111112
Archway tube station,Baker Street tube station,39.1,2,6775,6653,24.283333333333335,79.20238095238096,323.4097222222223,198.3138888888889,1.3200396825396827,0.40472222222222226
Archway tube station,Belsize Park tube station,28.3,2,5137,4016,16.75,47.80952380952382,195.22222222222226,136.79166666666666,0.796825396825397,0.2791666666666667
Archway tube station,Bounds Green tube station,58.67,2,19056,6393,24.366666666666667,76.10714285714286,310.77083333333337,198.99444444444447,1.268452380952381,0.40611111111111114
Archway tube station,Caledonian Road tube station,45.0,2,11301,3338,12.3,39.738095238095234,162.26388888888889,100.45,0.6623015873015873,0.20500000000000002
Archway tube station,Camden Town tube station,15.0,1,3129,3271,13.5,38.94047619047619,159.00694444444446,110.25,0.6490079365079365,0.225
Archway tube station,Chalk Farm tube station,25.42,2,4080,3405,11.7,40.53571428571429,165.52083333333337,95.54999999999998,0.6755952380952382,0.19499999999999998
Archway tube station,East Finchley tube station,13.9,1,3398,3475,17.816666666666666,41.36904761904762,168.92361111111111,145.5027777777778,0.689484126984127,0.29694444444444446
Archway tube station,Euston tube station,18.85,1,4664,5306,20.65,63.16666666666667,257.93055555555554,168.64166666666665,1.0527777777777778,0.3441666666666666
Archway tube station,Euston Square tube station,23.85,1,5361,5369,18.816666666666666,63.91666666666667,260.99305555555554,153.66944444444445,1.0652777777777778,0.3136111111111111
Archway tube station,Finchley Road tube station,46.27,2,11591,5880,21.566666666666666,70.0,285.83333333333337,176.1277777777778,1.1666666666666667,0.35944444444444446
Archway tube station,Finsbury Park tube station,29.47,1,2880,2953,9.65,35.154761904761905,143.54861111111111,78.80833333333334,0.5859126984126984,0.16083333333333333
Archway tube station,Golders Green tube station,33.42,2,8546,5977,26.9,71.15476190476191,290.54861111111114,219.6833333333333,1.1859126984126986,0.4483333333333333
Archway tube station,Goodge Street tube station,21.23,1,5693,5984,22.433333333333334,71.23809523809524,290.8888888888889,183.20555555555555,1.1873015873015873,0.3738888888888889
Archway tube station,Great Portland Street tube station,27.45,1,5626,5428,20.183333333333334,64.61904761904762,263.8611111111111,164.83055555555558,1.076984126984127,0.3363888888888889
Archway tube station,Hampstead tube station,34.1,2,6537,3979,18.783333333333335,47.36904761904762,193.42361111111111,153.39722222222224,0.789484126984127,0.3130555555555556
Archway tube station,Highbury & Islington tube station,32.95,2,7967,4533,16.633333333333333,53.964285714285715,220.35416666666669,135.83888888888887,0.8994047619047619,0.2772222222222222
Archway tube station,Highgate tube station,11.0,1,1700,1753,10.766666666666667,20.869047619047617,85.21527777777777,87.92777777777779,0.3478174603174603,0.17944444444444446
Archway tube station,Holloway Road tube station,20.37,1,2250,3149,9.95,37.488095238095234,153.07638888888886,81.25833333333334,0.6248015873015872,0.16583333333333333
Archway tube station,Kentish Town tube station,13.05,1,1939,1757,6.45,20.916666666666668,85.40972222222223,52.675,0.34861111111111115,0.1075
Archway tube station,King's Cross St Pancras tube station,23.7,1,5766,4564,16.216666666666665,54.333333333333336,221.86111111111111,132.43611111111107,0.9055555555555556,0.27027777777777773
Archway tube station,Manor House tube station,28.08,1,3940,3990,13.8,47.5,193.95833333333331,112.7,0.7916666666666666,0.23
Archway tube station,Mornington Crescent tube station,17.32,1,3741,3980,15.4,47.38095238095239,193.47222222222223,125.76666666666667,0.7896825396825398,0.25666666666666665
Archway tube station,Regent's Park tube station,29.22,1,5736,5693,21.9,67.77380952380953,276.7430555555556,178.85,1.1295634920634923,0.365
Archway tube station,Russell Square tube station,30.85,1,5494,5544,19.95,66.00000000000001,269.50000000000006,162.92499999999998,1.1000000000000003,0.33249999999999996
Archway tube station,St John's Wood tube station,58.25,2,19814,5516,20.516666666666666,65.66666666666667,268.1388888888889,167.55277777777778,1.0944444444444446,0.34194444444444444
Archway tube station,Seven Sisters tube station,27.77,1,5535,6092,18.983333333333334,72.52380952380953,296.1388888888889,155.03055555555557,1.2087301587301589,0.3163888888888889
Archway tube station,Swiss Cottage tube station,46.12,2,6462,4713,17.783333333333335,56.10714285714286,229.10416666666669,145.23055555555558,0.9351190476190477,0.2963888888888889
Archway tube station,Tufnell Park tube station,10.25,1,1183,1031,3.8833333333333333,12.273809523809524,50.11805555555556,31.71388888888889,0.20456349206349206,0.06472222222222222
Archway tube station,Turnpike Lane tube station,54.8,2,16586,6121,19.55,72.86904761904763,297.5486111111112,159.65833333333336,1.2144841269841273,0.32583333333333336
Archway tube station,Warren Street tube station,20.4,1,5141,5262,20.183333333333334,62.642857142857146,255.79166666666669,164.83055555555558,1.0440476190476191,0.3363888888888889
Archway tube station,West Hampstead tube station,35.33,2,5466,7077,28.166666666666668,84.25,344.0208333333333,230.02777777777777,1.4041666666666666,0.46944444444444444
Archway tube station,Wood Green tube station,57.12,2,17561,4898,18.666666666666668,58.30952380952382,238.09722222222226,152.44444444444446,0.9718253968253969,0.3111111111111111
Arsenal tube station,Barbican tube station,34.480000000000004,2,6327,5503,17.883333333333333,65.51190476190476,267.5069444444444,146.04722222222222,1.0918650793650793,0.2980555555555556
Arsenal tube station,Belsize Park tube station,38.03,2,8138,6313,26.25,75.15476190476191,306.8819444444445,214.375,1.2525793650793653,0.4375
Arsenal tube station,Bethnal Green tube station,40.82,2,10347,6482,23.533333333333335,77.16666666666667,315.09722222222223,192.1888888888889,1.2861111111111112,0.39222222222222225
Arsenal tube station,Caledonian Road tube station,10.08,1,1492,1872,7.783333333333333,22.28571428571429,91.00000000000001,63.56388888888888,0.3714285714285715,0.1297222222222222
Arsenal tube station,Camden Town tube station,33.730000000000004,2,6233,4775,20.116666666666667,56.845238095238095,232.11805555555554,164.28611111111113,0.9474206349206349,0.3352777777777778
Arsenal tube station,Chalk Farm tube station,34.15,2,7081,5702,21.2,67.88095238095238,277.18055555555554,173.13333333333333,1.1313492063492063,0.35333333333333333
Arsenal tube station,Chancery Lane tube station,32.620000000000005,1,6001,5572,19.55,66.33333333333334,270.86111111111114,159.65833333333336,1.1055555555555556,0.32583333333333336
Arsenal tube station,Euston tube station,26.48,1,6144,6461,25.666666666666668,76.91666666666667,314.0763888888889,209.61111111111111,1.2819444444444446,0.4277777777777778
Arsenal tube station,Euston Square tube station,26.15,2,4642,6395,23.3,76.13095238095238,310.86805555555554,190.28333333333336,1.2688492063492063,0.38833333333333336
Arsenal tube station,Farringdon tube station,35.17,2,5969,4959,16.316666666666666,59.03571428571429,241.0625,133.25277777777777,0.9839285714285715,0.27194444444444443
Arsenal tube station,Finsbury Park tube station,9.93,1,996,848,3.55,10.095238095238097,41.22222222222223,28.991666666666667,0.16825396825396827,0.059166666666666666
Arsenal tube station,Goodge Street tube station,32.78,1,5398,5640,21.8,67.14285714285715,274.16666666666674,178.03333333333333,1.1190476190476193,0.36333333333333334
Arsenal tube station,Great Portland Street tube station,28.15,2,5234,6558,25.45,78.07142857142858,318.79166666666674,207.84166666666664,1.3011904761904765,0.42416666666666664
Arsenal tube station,Hampstead tube station,42.83,2,9538,7729,34.766666666666666,92.01190476190477,375.7152777777778,283.92777777777775,1.5335317460317461,0.5794444444444444
Arsenal tube station,Highbury & Islington tube station,19.45,1,1616,2093,7.0,24.916666666666668,101.74305555555556,57.166666666666664,0.4152777777777778,0.11666666666666667
Arsenal tube station,Highgate tube station,49.38,2,14275,4853,21.766666666666666,57.773809523809526,235.90972222222223,177.7611111111111,0.9628968253968254,0.36277777777777775
Arsenal tube station,Holborn tube station,20.83,1,5116,5569,20.35,66.29761904761905,270.71527777777777,166.19166666666666,1.1049603174603175,0.33916666666666667
Arsenal tube station,Holloway Road tube station,10.57,1,1004,1274,4.466666666666667,15.166666666666668,61.930555555555564,36.47777777777778,0.2527777777777778,0.07444444444444445
Arsenal tube station,Kentish Town tube station,43.85,2,10976,3762,15.65,44.78571428571429,182.87500000000003,127.80833333333335,0.7464285714285716,0.26083333333333336
Arsenal tube station,King's Cross St Pancras tube station,17.119999999999997,1,3719,4923,16.066666666666666,58.60714285714286,239.31250000000003,131.2111111111111,0.9767857142857144,0.2677777777777778
Arsenal tube station,Liverpool Street tube station,35.2,1,5498,6712,21.65,79.90476190476191,326.2777777777778,176.8083333333333,1.331746031746032,0.3608333333333333
Arsenal tube station,Manor House tube station,11.83,1,1952,1884,7.7,22.42857142857143,91.58333333333334,62.88333333333333,0.37380952380952387,0.12833333333333333
Arsenal tube station,Moorgate tube station,27.58,1,5085,5984,18.966666666666665,71.23809523809524,290.8888888888889,154.89444444444442,1.1873015873015873,0.31611111111111106
Arsenal tube station,Mornington Crescent tube station,40.05,2,9095,5337,21.666666666666668,63.53571428571429,259.4375,176.94444444444443,1.0589285714285714,0.3611111111111111
Arsenal tube station,Old Street tube station,26.58,1,4423,5541,16.916666666666668,65.96428571428572,269.3541666666667,138.15277777777777,1.099404761904762,0.28194444444444444
